Customer_ID,Join_Date,Plan_Type,MRR,Support_Tickets_Per_Month,Feature_Usage_Score,Tenure_Months,Churned
CUST-2212,2024-06-17,Startup (Monthly),5000,5,64.0,1,1
CUST-2213,2025-11-18,Enterprise (Annual),25000,3,63.6,1,0
CUST-2214,2025-05-14,Enterprise (Annual),25000,1,100.0,7,0
CUST-2215,2025-10-07,Enterprise (Annual),25000,2,62.8,2,0
CUST-2216,2024-07-03,Enterprise (Annual),25000,1,57.8,13,1
CUST-2217,2025-05-21,Enterprise (Annual),25000,2,62.6,7,0
CUST-2218,2025-05-12,Enterprise (Annual),25000,2,44.6,7,0
CUST-2219,2023-01-29,Enterprise (Annual),25000,2,100.0,32,1
CUST-2220,2025-12-23,Startup (Monthly),5000,7,62.2,1,0
CUST-2221,2024-08-16,Startup (Monthly),5000,0,77.7,16,0
CUST-2222,2024-12-09,Startup (Monthly),5000,1,66.0,12,0
CUST-2223,2023-05-16,Startup (Monthly),5000,4,33.5,32,0
CUST-2224,2024-12-29,Enterprise (Annual),25000,2,33.3,12,0
CUST-2225,2025-11-23,Enterprise (Annual),25000,2,24.8,1,1
CUST-2226,2024-02-07,Startup (Monthly),5000,3,63.5,3,1
CUST-2227,2024-09-05,Startup (Monthly),5000,3,76.8,3,1
CUST-2228,2025-10-09,Startup (Monthly),5000,0,81.8,2,0
CUST-2229,2025-01-03,Startup (Monthly),5000,0,73.5,12,0
CUST-2230,2025-03-20,Enterprise (Annual),25000,0,45.7,9,0
CUST-2231,2023-05-03,Startup (Monthly),5000,3,75.0,12,1
CUST-2232,2023-12-17,Startup (Monthly),5000,1,68.1,6,1
CUST-2233,2025-11-08,Startup (Monthly),5000,2,63.0,1,0
CUST-2234,2023-11-05,Startup (Monthly),5000,3,72.0,7,1
CUST-2235,2024-05-31,Startup (Monthly),5000,0,37.6,19,0
CUST-2236,2025-05-21,Enterprise (Annual),25000,1,47.2,7,1
CUST-2237,2025-10-11,Enterprise (Annual),25000,1,77.5,2,0
CUST-2238,2023-09-13,Startup (Monthly),5000,2,100.0,6,1
CUST-2239,2025-03-02,Startup (Monthly),5000,1,29.2,10,1
CUST-2240,2024-11-05,Startup (Monthly),5000,3,83.1,3,1
CUST-2241,2025-06-05,Startup (Monthly),5000,2,45.1,7,0
CUST-2242,2025-09-20,Startup (Monthly),5000,1,64.2,3,0
CUST-2243,2024-04-04,Startup (Monthly),5000,2,44.8,3,1
CUST-2244,2024-01-08,Startup (Monthly),5000,2,90.2,1,1
CUST-2245,2025-04-13,Startup (Monthly),5000,2,30.7,8,0
CUST-2246,2023-12-24,Startup (Monthly),5000,1,60.7,15,1
CUST-2247,2025-08-14,Startup (Monthly),5000,1,99.5,3,1
CUST-2248,2024-04-03,Startup (Monthly),5000,1,52.7,3,1
CUST-2249,2025-08-10,Startup (Monthly),5000,3,79.7,4,0
CUST-2250,2023-04-27,Startup (Monthly),5000,2,28.3,6,1
CUST-2251,2024-07-07,Startup (Monthly),5000,5,49.4,2,1
CUST-2252,2023-12-31,Enterprise (Annual),25000,1,50.6,15,1
CUST-2253,2023-05-02,Startup (Monthly),5000,1,68.0,5,1
CUST-2254,2025-06-26,Enterprise (Annual),25000,0,46.3,6,0
CUST-2255,2023-01-12,Enterprise (Annual),25000,1,54.6,36,0
CUST-2256,2023-12-28,Startup (Monthly),5000,0,50.5,1,1
CUST-2257,2023-05-13,Startup (Monthly),5000,4,83.2,1,1
CUST-2258,2023-06-27,Startup (Monthly),5000,3,38.5,30,0
CUST-2259,2023-04-18,Startup (Monthly),5000,1,63.4,5,1
CUST-2260,2023-08-20,Startup (Monthly),5000,2,71.9,1,1
CUST-2261,2025-02-15,Enterprise (Annual),25000,0,45.3,10,0
CUST-2262,2024-01-06,Startup (Monthly),5000,5,65.4,1,1
CUST-2263,2025-01-22,Startup (Monthly),5000,2,70.8,1,1
CUST-2264,2024-08-20,Startup (Monthly),5000,1,65.4,16,0
CUST-2265,2024-11-16,Enterprise (Annual),25000,1,46.9,8,1
CUST-2266,2025-01-13,Startup (Monthly),5000,1,28.1,6,1
CUST-2267,2024-05-10,Enterprise (Annual),25000,2,74.9,20,0
CUST-2268,2024-10-13,Startup (Monthly),5000,1,48.7,2,1
CUST-2269,2025-09-28,Startup (Monthly),5000,4,61.9,3,0
CUST-2270,2025-11-29,Enterprise (Annual),25000,4,43.1,1,0
CUST-2271,2024-09-16,Startup (Monthly),5000,0,52.5,15,0
CUST-2272,2025-10-05,Startup (Monthly),5000,1,33.1,2,0
CUST-2273,2023-08-14,Startup (Monthly),5000,2,56.0,1,1
CUST-2274,2024-04-21,Startup (Monthly),5000,3,63.4,2,1
CUST-2275,2024-10-25,Startup (Monthly),5000,3,73.6,1,1
CUST-2276,2024-07-16,Startup (Monthly),5000,1,100.0,1,1
CUST-2277,2023-11-10,Startup (Monthly),5000,0,64.8,5,1
CUST-2278,2023-06-23,Enterprise (Annual),25000,1,82.3,30,1
CUST-2279,2025-08-03,Enterprise (Annual),25000,2,44.5,5,0
CUST-2280,2023-04-13,Startup (Monthly),5000,2,63.4,6,1
CUST-2281,2023-02-20,Enterprise (Annual),25000,1,45.7,19,1
CUST-2282,2023-08-29,Startup (Monthly),5000,0,52.2,14,1
CUST-2283,2024-05-22,Startup (Monthly),5000,1,48.8,2,1
CUST-2284,2025-08-15,Startup (Monthly),5000,2,55.3,4,0
CUST-2285,2024-05-27,Enterprise (Annual),25000,3,26.9,13,1
CUST-2286,2025-04-23,Startup (Monthly),5000,2,59.5,2,1
CUST-2287,2024-12-24,Startup (Monthly),5000,2,40.0,12,0
CUST-2288,2025-09-19,Startup (Monthly),5000,2,46.9,3,0
CUST-2289,2024-09-22,Startup (Monthly),5000,3,62.0,8,1
CUST-2290,2024-11-28,Startup (Monthly),5000,4,17.2,2,1
CUST-2291,2025-09-27,Startup (Monthly),5000,0,40.2,3,0
CUST-2292,2024-05-31,Startup (Monthly),5000,3,49.4,5,1
CUST-2293,2023-07-01,Startup (Monthly),5000,1,77.9,30,0
CUST-2294,2024-12-13,Startup (Monthly),5000,1,50.4,1,1
CUST-2295,2024-01-25,Startup (Monthly),5000,0,87.7,5,1
CUST-2296,2024-06-27,Enterprise (Annual),25000,2,54.6,18,0
CUST-2297,2023-11-11,Startup (Monthly),5000,2,27.7,2,1
CUST-2298,2023-01-09,Enterprise (Annual),25000,2,43.2,3,1
CUST-2299,2024-02-13,Startup (Monthly),5000,3,65.7,4,1
CUST-2300,2024-04-29,Startup (Monthly),5000,3,91.5,20,0
CUST-2301,2024-07-16,Enterprise (Annual),25000,2,56.6,12,1
CUST-2302,2023-06-30,Startup (Monthly),5000,3,88.7,5,1
CUST-2303,2024-11-20,Enterprise (Annual),25000,3,56.9,13,0
CUST-2304,2024-03-06,Startup (Monthly),5000,2,27.4,2,1
CUST-2305,2024-11-09,Startup (Monthly),5000,1,69.3,13,0
CUST-2306,2025-10-27,Enterprise (Annual),25000,2,71.1,2,0
CUST-2307,2023-06-17,Startup (Monthly),5000,0,71.0,26,1
CUST-2308,2025-12-30,Startup (Monthly),5000,1,56.9,1,0
CUST-2309,2025-06-11,Enterprise (Annual),25000,1,72.8,6,0
CUST-2310,2024-06-14,Startup (Monthly),5000,0,38.3,16,1
CUST-2311,2023-07-31,Startup (Monthly),5000,2,41.0,15,1
CUST-2312,2024-08-28,Startup (Monthly),5000,6,23.6,4,1
CUST-2313,2024-06-19,Startup (Monthly),5000,1,5.7,3,1
CUST-2314,2025-07-29,Startup (Monthly),5000,2,38.5,5,0
CUST-2315,2024-09-02,Startup (Monthly),5000,0,71.4,16,0
CUST-2316,2023-03-18,Enterprise (Annual),25000,2,13.9,1,1
CUST-2317,2023-06-01,Startup (Monthly),5000,2,68.2,19,1
CUST-2318,2023-06-14,Startup (Monthly),5000,4,78.3,13,1
CUST-2319,2024-11-18,Startup (Monthly),5000,2,40.2,13,0
CUST-2320,2024-10-23,Startup (Monthly),5000,2,56.6,14,0
CUST-2321,2025-09-22,Enterprise (Annual),25000,1,73.0,3,0
CUST-2322,2024-02-20,Startup (Monthly),5000,3,70.8,22,0
CUST-2323,2023-12-15,Startup (Monthly),5000,1,26.9,1,1
CUST-2324,2023-01-16,Startup (Monthly),5000,1,42.9,7,1
CUST-2325,2025-06-12,Startup (Monthly),5000,2,64.7,6,0
CUST-2326,2025-10-26,Startup (Monthly),5000,1,62.2,2,0
CUST-2327,2025-11-14,Startup (Monthly),5000,1,66.2,1,0
CUST-2328,2025-06-29,Enterprise (Annual),25000,4,85.5,6,0
CUST-2329,2023-07-21,Startup (Monthly),5000,2,44.1,29,0
CUST-2330,2023-12-12,Startup (Monthly),5000,1,52.7,3,1
CUST-2331,2023-01-03,Startup (Monthly),5000,3,81.8,2,1
CUST-2332,2024-03-25,Startup (Monthly),5000,0,38.4,11,1
CUST-2333,2023-11-03,Startup (Monthly),5000,1,54.0,3,1
CUST-2334,2024-02-18,Startup (Monthly),5000,1,44.6,16,1
CUST-2335,2023-04-03,Startup (Monthly),5000,1,75.8,3,1
CUST-2336,2023-06-06,Startup (Monthly),5000,4,89.7,4,1
CUST-2337,2024-11-01,Enterprise (Annual),25000,1,40.2,14,0
CUST-2338,2024-04-11,Startup (Monthly),5000,3,55.1,3,1
CUST-2339,2024-10-01,Enterprise (Annual),25000,2,83.5,1,1
CUST-2340,2023-01-02,Startup (Monthly),5000,3,73.4,8,1
CUST-2341,2023-06-01,Startup (Monthly),5000,3,35.5,10,1
CUST-2342,2025-05-30,Startup (Monthly),5000,2,32.5,7,0
CUST-2343,2023-05-24,Startup (Monthly),5000,5,76.8,7,1
CUST-2344,2024-06-08,Startup (Monthly),5000,4,76.4,6,1
CUST-2345,2023-11-28,Startup (Monthly),5000,2,66.5,6,1
CUST-2346,2023-09-16,Enterprise (Annual),25000,1,59.4,27,0
CUST-2347,2023-12-30,Enterprise (Annual),25000,3,81.9,24,0
CUST-2348,2023-02-04,Startup (Monthly),5000,2,76.0,4,1
CUST-2349,2024-05-03,Startup (Monthly),5000,2,52.1,17,1
CUST-2350,2025-01-16,Enterprise (Annual),25000,1,97.9,10,1
CUST-2351,2023-09-12,Startup (Monthly),5000,2,47.6,5,1
CUST-2352,2025-02-03,Startup (Monthly),5000,4,63.6,3,1
CUST-2353,2025-11-08,Startup (Monthly),5000,0,37.8,1,0
CUST-2354,2024-12-17,Enterprise (Annual),25000,2,49.5,7,1
CUST-2355,2024-05-15,Startup (Monthly),5000,0,68.0,9,1
CUST-2356,2023-08-09,Startup (Monthly),5000,1,16.0,1,1
CUST-2357,2024-01-15,Startup (Monthly),5000,0,78.2,2,1
CUST-2358,2023-02-03,Startup (Monthly),5000,2,22.4,4,1
CUST-2359,2024-12-14,Enterprise (Annual),25000,3,43.2,12,0
CUST-2360,2023-10-25,Startup (Monthly),5000,2,60.9,23,1
CUST-2361,2023-10-27,Startup (Monthly),5000,0,73.4,10,1
CUST-2362,2023-08-06,Startup (Monthly),5000,1,33.0,29,0
CUST-2363,2025-01-02,Startup (Monthly),5000,7,47.6,10,1
CUST-2364,2024-07-11,Startup (Monthly),5000,3,49.2,17,0
CUST-2365,2023-03-14,Startup (Monthly),5000,0,40.3,9,1
CUST-2366,2025-02-24,Enterprise (Annual),25000,2,79.5,10,0
CUST-2367,2025-10-13,Startup (Monthly),5000,2,77.6,1,1
CUST-2368,2023-08-12,Enterprise (Annual),25000,2,32.7,29,0
CUST-2369,2025-02-10,Startup (Monthly),5000,0,65.4,10,0
CUST-2370,2023-02-04,Startup (Monthly),5000,1,68.6,27,1
CUST-2371,2023-08-09,Startup (Monthly),5000,4,81.7,17,1
CUST-2372,2025-03-16,Enterprise (Annual),25000,1,82.8,9,0
CUST-2373,2024-05-20,Enterprise (Annual),25000,1,97.4,17,1
CUST-2374,2024-05-11,Startup (Monthly),5000,1,53.9,12,1
CUST-2375,2024-04-15,Startup (Monthly),5000,2,41.6,8,1
CUST-2376,2024-01-15,Startup (Monthly),5000,4,62.4,18,1
CUST-2377,2024-03-05,Enterprise (Annual),25000,0,24.2,1,1
CUST-2378,2025-02-06,Enterprise (Annual),25000,3,76.1,3,1
CUST-2379,2024-05-14,Startup (Monthly),5000,0,48.7,3,1
CUST-2380,2025-12-09,Startup (Monthly),5000,2,47.6,1,0
CUST-2381,2025-06-15,Enterprise (Annual),25000,3,66.5,4,1
CUST-2382,2024-05-03,Enterprise (Annual),25000,2,43.0,20,0
CUST-2383,2025-08-25,Startup (Monthly),5000,2,48.9,4,0
CUST-2384,2023-09-24,Startup (Monthly),5000,1,50.6,19,1
CUST-2385,2024-06-11,Startup (Monthly),5000,1,49.9,5,1
CUST-2386,2023-11-01,Startup (Monthly),5000,3,64.9,26,0
CUST-2387,2024-03-10,Startup (Monthly),5000,2,50.0,15,1
CUST-2388,2024-11-24,Startup (Monthly),5000,1,60.7,13,1
CUST-2389,2025-08-18,Startup (Monthly),5000,1,65.4,4,0
CUST-2390,2024-05-29,Startup (Monthly),5000,4,56.5,9,1
CUST-2391,2023-08-26,Enterprise (Annual),25000,2,46.9,25,1
CUST-2392,2023-01-11,Startup (Monthly),5000,1,66.7,10,1
CUST-2393,2023-06-10,Startup (Monthly),5000,0,58.6,9,1
CUST-2394,2024-09-24,Enterprise (Annual),25000,2,52.6,15,1
CUST-2395,2025-05-13,Startup (Monthly),5000,3,80.1,3,1
CUST-2396,2025-01-04,Startup (Monthly),5000,4,72.7,12,0
CUST-2397,2025-12-10,Startup (Monthly),5000,3,90.8,1,0
CUST-2398,2024-02-02,Startup (Monthly),5000,3,67.8,18,1
CUST-2399,2024-08-31,Startup (Monthly),5000,3,55.8,16,1
CUST-2400,2025-03-03,Startup (Monthly),5000,0,51.3,2,1
CUST-2401,2023-03-31,Enterprise (Annual),25000,1,80.9,33,0
CUST-2402,2025-09-04,Enterprise (Annual),25000,1,46.1,3,0
CUST-2403,2025-06-12,Startup (Monthly),5000,2,67.0,6,0
CUST-2404,2024-08-15,Startup (Monthly),5000,2,41.2,1,1
CUST-2405,2024-04-03,Enterprise (Annual),25000,3,67.3,21,0
CUST-2406,2024-02-29,Startup (Monthly),5000,2,41.5,22,0
CUST-2407,2023-10-10,Startup (Monthly),5000,1,48.7,2,1
CUST-2408,2025-01-06,Startup (Monthly),5000,0,60.1,12,0
CUST-2409,2025-02-27,Startup (Monthly),5000,1,73.2,3,1
CUST-2410,2024-03-17,Enterprise (Annual),25000,0,39.7,20,1
CUST-2411,2024-09-16,Startup (Monthly),5000,2,92.2,8,1
CUST-2412,2025-12-28,Enterprise (Annual),25000,1,77.2,1,0
CUST-2413,2024-06-25,Startup (Monthly),5000,3,56.0,18,0
CUST-2414,2024-02-07,Startup (Monthly),5000,1,50.3,4,1
CUST-2415,2023-01-23,Startup (Monthly),5000,2,52.0,8,1
CUST-2416,2023-02-02,Enterprise (Annual),25000,4,21.8,8,1
CUST-2417,2025-10-29,Enterprise (Annual),25000,4,65.5,2,0
CUST-2418,2023-01-27,Startup (Monthly),5000,1,45.3,4,1
CUST-2419,2023-07-20,Startup (Monthly),5000,2,56.9,8,1
CUST-2420,2025-11-03,Startup (Monthly),5000,0,47.2,1,0
CUST-2421,2025-08-17,Startup (Monthly),5000,4,56.9,4,0
CUST-2422,2024-01-03,Startup (Monthly),5000,2,68.7,20,1
CUST-2423,2025-02-03,Startup (Monthly),5000,4,86.8,11,0
CUST-2424,2025-10-06,Enterprise (Annual),25000,4,62.8,2,0
CUST-2425,2023-04-28,Startup (Monthly),5000,1,52.8,3,1
CUST-2426,2025-08-27,Startup (Monthly),5000,1,51.5,4,0
CUST-2427,2025-05-20,Startup (Monthly),5000,2,55.3,7,0
CUST-2428,2024-08-22,Startup (Monthly),5000,2,61.8,16,0
CUST-2429,2025-07-11,Startup (Monthly),5000,0,59.4,5,0
CUST-2430,2023-04-26,Startup (Monthly),5000,3,58.4,3,1
CUST-2431,2024-08-02,Startup (Monthly),5000,0,58.7,17,0
CUST-2432,2024-02-06,Startup (Monthly),5000,2,81.1,20,1
CUST-2433,2024-09-23,Startup (Monthly),5000,2,15.5,3,1
CUST-2434,2023-12-05,Startup (Monthly),5000,1,38.1,14,1
CUST-2435,2024-06-13,Enterprise (Annual),25000,2,72.9,3,1
CUST-2436,2023-09-03,Startup (Monthly),5000,2,75.3,1,1
CUST-2437,2025-10-19,Enterprise (Annual),25000,1,57.2,2,0
CUST-2438,2023-02-16,Startup (Monthly),5000,2,67.1,13,1
CUST-2439,2025-08-19,Enterprise (Annual),25000,1,61.5,4,1
CUST-2440,2023-04-21,Startup (Monthly),5000,1,52.9,16,1
CUST-2441,2024-03-26,Enterprise (Annual),25000,1,59.4,16,1
CUST-2442,2025-11-07,Enterprise (Annual),25000,4,29.4,1,0
CUST-2443,2024-08-21,Startup (Monthly),5000,4,44.0,7,1
CUST-2444,2024-04-26,Startup (Monthly),5000,1,71.4,20,0
CUST-2445,2023-09-13,Enterprise (Annual),25000,2,42.3,28,0
CUST-2446,2024-08-18,Startup (Monthly),5000,3,48.5,4,1
CUST-2447,2025-06-09,Enterprise (Annual),25000,4,82.1,6,0
CUST-2448,2023-09-21,Startup (Monthly),5000,0,68.1,11,1
CUST-2449,2024-11-16,Startup (Monthly),5000,1,61.0,5,1
CUST-2450,2024-03-27,Enterprise (Annual),25000,4,58.3,21,0
CUST-2451,2025-04-19,Startup (Monthly),5000,2,48.0,8,0
CUST-2452,2024-10-14,Startup (Monthly),5000,1,28.4,1,1
CUST-2453,2024-06-16,Startup (Monthly),5000,2,40.6,6,1
CUST-2454,2024-04-26,Enterprise (Annual),25000,4,30.3,7,1
CUST-2455,2023-04-02,Startup (Monthly),5000,2,91.5,11,1
CUST-2456,2025-08-13,Startup (Monthly),5000,4,59.6,3,1
CUST-2457,2025-08-26,Startup (Monthly),5000,4,67.4,4,0
CUST-2458,2024-06-18,Startup (Monthly),5000,3,41.7,6,1
CUST-2459,2023-12-31,Startup (Monthly),5000,0,22.6,1,1
CUST-2460,2025-05-18,Startup (Monthly),5000,3,59.1,4,1
CUST-2461,2023-05-25,Startup (Monthly),5000,2,75.3,31,0
CUST-2462,2025-07-22,Startup (Monthly),5000,0,35.3,1,1
CUST-2463,2024-08-21,Enterprise (Annual),25000,5,44.5,3,1
CUST-2464,2023-03-08,Startup (Monthly),5000,2,43.0,6,1
CUST-2465,2023-04-19,Startup (Monthly),5000,1,36.6,29,1
CUST-2466,2024-12-12,Startup (Monthly),5000,1,68.3,12,0
CUST-2467,2023-06-10,Startup (Monthly),5000,0,51.9,31,0
CUST-2468,2023-06-24,Startup (Monthly),5000,1,47.2,2,1
CUST-2469,2024-10-28,Startup (Monthly),5000,5,33.0,2,1
CUST-2470,2024-05-27,Startup (Monthly),5000,4,48.3,19,0
CUST-2471,2024-11-11,Enterprise (Annual),25000,2,80.2,13,0
CUST-2472,2025-10-07,Enterprise (Annual),25000,1,56.1,2,0
CUST-2473,2023-12-28,Enterprise (Annual),25000,4,15.5,2,1
CUST-2474,2024-07-11,Enterprise (Annual),25000,3,45.0,17,0
CUST-2475,2025-05-11,Startup (Monthly),5000,0,30.8,7,0
CUST-2476,2025-01-10,Startup (Monthly),5000,4,65.2,3,1
CUST-2477,2025-10-27,Startup (Monthly),5000,4,65.2,2,0
CUST-2478,2024-02-04,Startup (Monthly),5000,0,43.8,23,0
CUST-2479,2024-08-27,Enterprise (Annual),25000,1,55.3,2,1
CUST-2480,2024-09-20,Startup (Monthly),5000,4,56.9,15,0
CUST-2481,2025-02-28,Enterprise (Annual),25000,2,36.4,8,1
CUST-2482,2023-02-09,Startup (Monthly),5000,1,70.8,10,1
CUST-2483,2023-06-25,Enterprise (Annual),25000,6,53.2,4,1
CUST-2484,2025-05-24,Startup (Monthly),5000,1,51.9,7,1
CUST-2485,2025-11-28,Startup (Monthly),5000,2,57.8,1,0
CUST-2486,2024-08-09,Enterprise (Annual),25000,2,73.1,17,0
CUST-2487,2023-05-11,Startup (Monthly),5000,2,50.6,21,1
CUST-2488,2025-09-23,Startup (Monthly),5000,0,72.2,3,0
CUST-2489,2023-01-30,Startup (Monthly),5000,1,100.0,6,1
CUST-2490,2023-12-30,Startup (Monthly),5000,5,57.2,6,1
CUST-2491,2024-10-13,Enterprise (Annual),25000,5,51.2,3,1
CUST-2492,2025-01-09,Startup (Monthly),5000,0,72.1,11,0
CUST-2493,2023-09-17,Startup (Monthly),5000,2,59.6,27,0
CUST-2494,2025-04-10,Startup (Monthly),5000,1,74.5,2,1
CUST-2495,2023-04-12,Startup (Monthly),5000,5,66.2,26,1
CUST-2496,2023-08-09,Enterprise (Annual),25000,1,57.0,29,0
CUST-2497,2023-01-29,Startup (Monthly),5000,3,41.0,32,1
CUST-2498,2023-10-12,Startup (Monthly),5000,2,58.6,3,1
CUST-2499,2024-11-09,Startup (Monthly),5000,2,75.6,13,0
CUST-2500,2024-11-02,Enterprise (Annual),25000,3,31.3,14,0
CUST-2501,2023-06-21,Startup (Monthly),5000,3,30.1,30,0
CUST-2502,2023-08-31,Startup (Monthly),5000,3,60.9,2,1
CUST-2503,2023-11-11,Startup (Monthly),5000,4,82.1,4,1
CUST-2504,2023-12-15,Enterprise (Annual),25000,1,78.0,2,1
CUST-2505,2025-08-10,Startup (Monthly),5000,2,70.2,4,1
CUST-2506,2023-02-19,Startup (Monthly),5000,2,75.0,25,1
CUST-2507,2025-04-09,Startup (Monthly),5000,1,50.6,8,0
CUST-2508,2024-01-19,Startup (Monthly),5000,1,59.3,23,0
CUST-2509,2025-05-20,Startup (Monthly),5000,2,74.2,5,1
CUST-2510,2025-12-16,Startup (Monthly),5000,2,44.1,1,0
CUST-2511,2024-08-30,Startup (Monthly),5000,0,84.1,12,1
CUST-2512,2023-06-25,Startup (Monthly),5000,4,52.6,3,1
CUST-2513,2025-06-04,Startup (Monthly),5000,3,57.6,7,0
CUST-2514,2025-06-13,Enterprise (Annual),25000,4,71.0,6,0
CUST-2515,2023-03-24,Startup (Monthly),5000,2,49.8,12,1
CUST-2516,2025-10-08,Startup (Monthly),5000,4,33.7,2,0
CUST-2517,2025-04-26,Startup (Monthly),5000,3,48.0,3,1
CUST-2518,2023-07-26,Startup (Monthly),5000,0,26.5,2,1
CUST-2519,2024-06-04,Startup (Monthly),5000,2,49.8,19,0
CUST-2520,2023-05-08,Startup (Monthly),5000,3,63.3,1,1
CUST-2521,2025-07-26,Startup (Monthly),5000,1,51.0,5,0
CUST-2522,2024-03-12,Startup (Monthly),5000,4,40.8,4,1
CUST-2523,2025-09-18,Enterprise (Annual),25000,3,71.7,3,0
CUST-2524,2025-08-03,Enterprise (Annual),25000,1,46.8,3,1
CUST-2525,2023-01-26,Startup (Monthly),5000,2,43.6,1,1
CUST-2526,2023-04-28,Enterprise (Annual),25000,2,38.3,32,0
CUST-2527,2023-03-23,Enterprise (Annual),25000,3,44.1,33,0
CUST-2528,2024-08-10,Enterprise (Annual),25000,3,46.1,16,0
CUST-2529,2025-08-20,Startup (Monthly),5000,0,45.5,4,0
CUST-2530,2024-09-03,Startup (Monthly),5000,0,78.4,13,1
CUST-2531,2023-01-14,Enterprise (Annual),25000,3,21.3,7,1
CUST-2532,2023-09-18,Startup (Monthly),5000,2,85.0,6,1
CUST-2533,2025-02-24,Startup (Monthly),5000,3,66.2,10,0
CUST-2534,2023-01-30,Startup (Monthly),5000,1,57.1,27,1
CUST-2535,2024-11-17,Startup (Monthly),5000,2,55.9,10,1
CUST-2536,2025-06-14,Startup (Monthly),5000,0,51.0,6,0
CUST-2537,2024-10-30,Startup (Monthly),5000,4,85.7,14,0
CUST-2538,2023-12-31,Enterprise (Annual),25000,5,100.0,6,1
CUST-2539,2024-01-06,Startup (Monthly),5000,3,44.1,22,1
CUST-2540,2025-01-19,Startup (Monthly),5000,1,81.8,1,1
CUST-2541,2024-05-11,Startup (Monthly),5000,0,92.0,20,0
CUST-2542,2025-03-23,Startup (Monthly),5000,2,63.8,9,0
CUST-2543,2024-08-13,Enterprise (Annual),25000,1,62.7,16,0
CUST-2544,2025-07-16,Startup (Monthly),5000,1,53.5,5,0
CUST-2545,2023-09-20,Startup (Monthly),5000,0,52.0,20,1
CUST-2546,2025-12-30,Startup (Monthly),5000,4,97.1,1,0
CUST-2547,2024-07-11,Startup (Monthly),5000,1,47.5,3,1
CUST-2548,2023-10-29,Enterprise (Annual),25000,2,50.2,4,1
CUST-2549,2024-01-18,Startup (Monthly),5000,5,78.6,2,1
CUST-2550,2023-12-07,Startup (Monthly),5000,1,68.9,8,1
CUST-2551,2024-10-18,Startup (Monthly),5000,0,65.7,3,1
CUST-2552,2025-09-02,Startup (Monthly),5000,1,59.8,4,0
CUST-2553,2023-11-01,Startup (Monthly),5000,2,64.8,8,1
CUST-2554,2024-07-23,Startup (Monthly),5000,3,43.0,8,1
CUST-2555,2025-10-09,Startup (Monthly),5000,2,82.3,2,0
CUST-2556,2025-11-21,Startup (Monthly),5000,0,66.2,1,0
CUST-2557,2025-03-17,Startup (Monthly),5000,2,44.6,7,1
CUST-2558,2023-08-02,Startup (Monthly),5000,3,50.0,11,1
CUST-2559,2025-02-28,Startup (Monthly),5000,4,72.3,1,1
CUST-2560,2024-11-30,Startup (Monthly),5000,1,72.3,4,1
CUST-2561,2025-01-10,Startup (Monthly),5000,2,70.4,11,0
CUST-2562,2023-04-09,Startup (Monthly),5000,1,100.0,27,1
CUST-2563,2023-01-21,Startup (Monthly),5000,0,69.2,18,1
CUST-2564,2025-08-02,Startup (Monthly),5000,2,38.4,5,0
CUST-2565,2025-03-10,Startup (Monthly),5000,1,41.7,9,0
CUST-2566,2023-08-27,Enterprise (Annual),25000,1,43.4,28,0
CUST-2567,2024-10-14,Startup (Monthly),5000,0,63.0,4,1
CUST-2568,2025-11-20,Startup (Monthly),5000,2,87.1,1,0
CUST-2569,2023-03-26,Startup (Monthly),5000,4,64.2,7,1
CUST-2570,2024-12-04,Enterprise (Annual),25000,3,58.9,12,1
CUST-2571,2025-12-01,Startup (Monthly),5000,2,68.8,1,1
CUST-2572,2024-09-09,Startup (Monthly),5000,7,100.0,1,1
CUST-2573,2025-08-29,Startup (Monthly),5000,3,17.4,4,1
CUST-2574,2023-02-20,Startup (Monthly),5000,3,50.8,1,1
CUST-2575,2023-04-10,Enterprise (Annual),25000,5,90.8,1,1
CUST-2576,2025-09-05,Startup (Monthly),5000,4,83.1,1,1
CUST-2577,2023-05-20,Startup (Monthly),5000,0,52.8,5,1
CUST-2578,2025-07-25,Enterprise (Annual),25000,1,79.4,5,0
CUST-2579,2023-03-17,Enterprise (Annual),25000,1,70.8,26,1
CUST-2580,2023-05-22,Enterprise (Annual),25000,0,44.2,31,0
CUST-2581,2025-02-13,Startup (Monthly),5000,3,59.1,10,0
CUST-2582,2024-09-20,Startup (Monthly),5000,0,70.4,6,1
CUST-2583,2025-12-13,Startup (Monthly),5000,2,64.0,1,0
CUST-2584,2024-10-09,Startup (Monthly),5000,2,76.6,6,1
CUST-2585,2023-01-06,Enterprise (Annual),25000,1,66.1,36,0
CUST-2586,2023-01-10,Startup (Monthly),5000,2,43.6,3,1
CUST-2587,2023-02-02,Startup (Monthly),5000,4,58.5,3,1
CUST-2588,2023-07-13,Startup (Monthly),5000,1,84.0,9,1
CUST-2589,2024-11-27,Enterprise (Annual),25000,2,100.0,10,1
CUST-2590,2023-04-12,Startup (Monthly),5000,3,59.1,20,1
CUST-2591,2024-06-12,Enterprise (Annual),25000,4,95.0,18,0
CUST-2592,2023-07-25,Enterprise (Annual),25000,5,52.9,1,1
CUST-2593,2024-10-24,Enterprise (Annual),25000,0,56.1,14,0
CUST-2594,2024-04-18,Startup (Monthly),5000,1,80.5,20,0
CUST-2595,2025-07-07,Enterprise (Annual),25000,2,76.0,5,0
